	run	biosample	breed	country	direction
809	ERR8135910	SAMEA12596618	Holstein	AM	WHOLE
810	ERR8135911	SAMEA12596619	Holstein	AM	WHOLE
811	ERR8135912	SAMEA12596620	Holstein	AM	WHOLE
812	ERR8135913	SAMEA12596621	Brown Swiss	SW	E
813	ERZ1738264	SAMN01915337	Angus	SC	WHOLE
814	ERZ1738264	SAMN01915339	Angus	SC	WHOLE
815	ERZ1738264	SAMN01915340	Crossbred (50% Red Angus, 50% Limousin)	mix	Unspecified: Doesn't conform to standard
816	ERZ1738264	SAMN01915341	Angus	SC	WHOLE
817	ERZ1738264	SAMN01915343	Crossbred (50% Simmental, 50% Angus)	mix	Unspecified: Doesn't conform to standard
818	ERZ1738264	SAMN01915345	Piedmontese	IT	NW
819	ERZ1738264	SAMN01915346	Red Angus	SC	WHOLE
820	ERZ1738264	SAMN01915347	Crossbred (62.5% Red Angus, 37.5% Gelbvieh)	mix	Unspecified: Doesn't conform to standard
821	ERZ1738264	SAMN01915348	Crossbred (50% South Devon, 25% Red Angus, 25% Gelbvieh)	mix	Unspecified: Doesn't conform to standard
822	ERZ1738264	SAMN01915349	Piedmontese	IT	NW
823	ERZ1738264	SAMN01915350	Red Angus	SC	WHOLE
824	ERZ1738264	SAMN01915351	Crossbred (50% Simmental, 50% Red Angus)	mix	Unspecified: Doesn't conform to standard
825	ERZ1738264	SAMN01915352	Charolais	FR	C
826	ERZ1738264	SAMN01915353	Hereford	UK	SW
827	ERZ1738264	SAMN01915354	Charolais	FR	C
828	ERZ1738264	SAMN01915355	Blonde d'Aquitaine	FR	SW
829	ERZ1738264	SAMN02142982	Angus	SC	WHOLE
830	ERZ1738264	SAMN02142983	Angus	SC	WHOLE
831	ERZ1738264	SAMN02142984	Angus	SC	WHOLE
832	ERZ1738264	SAMN02142985	Angus	SC	WHOLE
833	ERZ1738264	SAMN02142986	Angus	SC	WHOLE
834	ERZ1738264	SAMN02142987	Angus	SC	WHOLE
835	ERZ1738264	SAMN02142988	Angus	SC	WHOLE
836	ERZ1738264	SAMN02142989	Angus	SC	WHOLE
837	ERZ1738264	SAMN02142990	Angus	SC	WHOLE
838	ERZ1738264	SAMN02142991	Charolais	FR	C
839	ERZ1738264	SAMN02142992	Charolais	FR	C
840	ERZ1738264	SAMN02142993	Charolais	FR	C
841	ERZ1738264	SAMN02142994	Charolais	FR	C
842	ERZ1738264	SAMN02142995	Charolais	FR	C
843	ERZ1738264	SAMN02142996	Hereford	UK	SW
844	ERZ1738264	SAMN02142997	Hereford	UK	SW
845	ERZ1738264	SAMN02143002	Hereford	UK	SW
846	ERZ1738264	SAMN02143003	Hereford	UK	SW
847	ERZ1738264	SAMN02143004	Hereford	UK	SW
848	ERZ1738264	SAMN02225723	Hanwoo	KR	WHOLE
849	ERZ1738264	SAMN02225724	Hanwoo	KR	WHOLE
850	ERZ1738264	SAMN02225725	Hanwoo	KR	WHOLE
851	ERZ1738264	SAMN02225726	Hanwoo	KR	WHOLE
852	ERZ1738264	SAMN02225727	Hanwoo	KR	WHOLE
853	ERZ1738264	SAMN02225728	Hanwoo	KR	WHOLE
854	ERZ1738264	SAMN02225729	Hanwoo	KR	WHOLE
855	ERZ1738264	SAMN02225730	Hanwoo	KR	WHOLE
856	ERZ1738264	SAMN02225731	Hanwoo	KR	WHOLE
857	ERZ1738264	SAMN02225732	Hanwoo	KR	WHOLE
858	ERZ1738264	SAMN02225733	Hanwoo	KR	WHOLE
859	ERZ1738264	SAMN02225734	Holstein	AM	WHOLE
860	ERZ1738264	SAMN02225735	Holstein	AM	WHOLE
861	ERZ1738264	SAMN02225736	Holstein	AM	WHOLE
862	ERZ1738264	SAMN02225737	Holstein	AM	WHOLE
863	ERZ1738264	SAMN02225738	Holstein	AM	WHOLE
864	ERZ1738264	SAMN02225739	Holstein	AM	WHOLE
865	ERZ1738264	SAMN02225740	Holstein	AM	WHOLE
866	ERZ1738264	SAMN02225741	Holstein	AM	WHOLE
867	ERZ1738264	SAMN02225742	Holstein	AM	WHOLE
868	ERZ1738264	SAMN02225743	Holstein	AM	WHOLE
869	ERZ1738264	SAMN02225744	Hanwoo	KR	WHOLE
870	ERZ1738264	SAMN02225745	Hanwoo	KR	WHOLE
871	ERZ1738264	SAMN02225746	Hanwoo	KR	WHOLE
872	ERZ1738264	SAMN02225747	Hanwoo	KR	WHOLE
873	ERZ1738264	SAMN02225748	Hanwoo	KR	WHOLE
874	ERZ1738264	SAMN02225750	Hanwoo	KR	WHOLE
875	ERZ1738264	SAMN02225751	Hanwoo	KR	WHOLE
876	ERZ1738264	SAMN02225752	Hanwoo	KR	WHOLE
877	ERZ1738264	SAMN02225753	Hanwoo	KR	WHOLE
878	ERZ1738264	SAMN02225754	Hanwoo	KR	WHOLE
879	ERZ1738264	SAMN02225755	Hanwoo	KR	WHOLE
880	ERZ1738264	SAMN02671482	Holstein	AM	WHOLE
881	ERZ1738264	SAMN02671596	Holstein	AM	WHOLE
882	ERZ1738264	SAMN02839600	Gelbvieh	DU	S
883	ERZ1738264	SAMN02839601	Gelbvieh	DU	S
884	ERZ1738264	SAMN02839602	Gelbvieh	DU	S
885	ERZ1738264	SAMN02839603	Gelbvieh	DU	S
886	ERZ1738264	SAMN02839604	Gelbvieh	DU	S
887	ERZ1738264	SAMN02839605	Hereford	UK	SW
888	ERZ1738264	SAMN02839606	Hereford	UK	SW
889	ERZ1738264	SAMN02839607	Angus	SC	WHOLE
890	ERZ1738264	SAMN02839608	Charolais	FR	C
891	ERZ1738264	SAMN02839609	Charolais	FR	C
892	ERZ1738264	SAMN02839610	Charolais	FR	C
893	ERZ1738264	SAMN02839611	Charolais	FR	C
894	ERZ1738264	SAMN02839613	Red Angus	SC	WHOLE
895	ERZ1738264	SAMN02839614	Red Angus	SC	WHOLE
896	ERZ1738264	SAMN02841104	Composite	?	Unspecified: Doesn't conform to standard
897	ERZ1738264	SAMN02841105	Devon	UK	SW
898	ERZ1738264	SAMN02841106	Angus	SC	WHOLE
899	ERZ1738264	SAMN02841107	Gelbvieh	DU	S
900	ERZ1738264	SAMN02841108	Hereford	UK	SW
901	ERZ1738264	SAMN02841109	Holstein	AM	WHOLE
902	ERZ1738264	SAMN02841111	Hereford	UK	SW
903	ERZ1738264	SAMN02841112	Hereford	UK	SW
904	ERZ1738264	SAMN02841113	Hereford	UK	SW
905	ERZ1738264	SAMN02841114	Hereford	UK	SW
906	ERZ1738264	SAMN02841115	Hereford	UK	SW
907	ERZ1738264	SAMN02841116	Angus	SC	WHOLE
908	ERZ1738264	SAMN02841117	Holstein	AM	WHOLE
909	ERZ1738264	SAMN02841118	Holstein	AM	WHOLE
910	ERZ1738264	SAMN02841119	Holstein	AM	WHOLE
911	ERZ1738264	SAMN02842697	Composite	?	Unspecified: Doesn't conform to standard
912	ERZ1738264	SAMN02842698	Composite	?	Unspecified: Doesn't conform to standard
913	ERZ1738264	SAMN02842699	Composite	?	Unspecified: Doesn't conform to standard
914	ERZ1738264	SAMN02842700	Charolais	FR	C
915	ERZ1738264	SAMN02842701	Holstein	AM	WHOLE
916	ERZ1738264	SAMN02842702	Red Angus	SC	WHOLE
917	ERZ1738264	SAMN02842703	Composite	?	Unspecified: Doesn't conform to standard
918	ERZ1738264	SAMN02842704	Charolais	FR	C
919	ERZ1738264	SAMN02842705	Charolais	FR	C
920	ERZ1738264	SAMN02842706	Charolais	FR	C
921	ERZ1738264	SAMN02842707	Gelbvieh	DU	S
922	ERZ1738264	SAMN02842709	Hereford	UK	SW
923	ERZ1738264	SAMN02842710	Hereford	UK	SW
924	ERZ1738264	SAMN02842711	Holstein	AM	WHOLE
925	ERZ1738264	SAMN02842713	Composite	?	Unspecified: Doesn't conform to standard
926	ERZ1738264	SAMN02842714	Angus	SC	WHOLE
927	ERZ1738264	SAMN02842715	Charolais	FR	C
928	ERZ1738264	SAMN02842717	Angus	SC	WHOLE
929	ERZ1738264	SAMN02842718	Angus	SC	WHOLE
930	ERZ1738264	SAMN02842719	Composite	?	Unspecified: Doesn't conform to standard
931	ERZ1738264	SAMN02842720	Composite	?	Unspecified: Doesn't conform to standard
932	ERZ1738264	SAMN02843054	Angus	SC	WHOLE
933	ERZ1738264	SAMN02843055	Angus	SC	WHOLE
934	ERZ1738264	SAMN02843056	Charolais	FR	C
935	ERZ1738264	SAMN02843057	Composite	?	Unspecified: Doesn't conform to standard
936	ERZ1738264	SAMN02843058	Charolais	FR	C
937	ERZ1738264	SAMN02843059	Gelbvieh	DU	S
938	ERZ1738264	SAMN02843062	Gelbvieh	DU	S
939	ERZ1738264	SAMN02843064	Maine Anjou	FR	NW
940	ERZ1738264	SAMN02843065	Maine Anjou	FR	NW
941	ERZ1738264	SAMN02843066	Charolais	FR	C
942	ERZ1738264	SAMN02843068	Hereford	UK	SW
943	ERZ1738264	SAMN02843069	Maine Anjou	FR	NW
944	ERZ1738264	SAMN02843070	Gelbvieh	DU	S
945	ERZ1738264	SAMN02843071	Gelbvieh	DU	S
946	ERZ1738264	SAMN02843072	Gelbvieh	DU	S
947	ERZ1738264	SAMN02843073	Gelbvieh	DU	S
948	ERZ1738264	SAMN02843075	Gelbvieh	DU	S
949	ERZ1738264	SAMN02843076	Gelbvieh	DU	S
950	ERZ1738264	SAMN02843077	Gelbvieh	DU	S
951	ERZ1738264	SAMN02843079	Angus	SC	WHOLE
952	ERZ1738264	SAMN02843088	Gelbvieh	DU	S
953	ERZ1738264	SAMN02843089	Gelbvieh	DU	S
954	ERZ1738264	SAMN02843090	Hereford	UK	SW
955	ERZ1738264	SAMN02843091	Hereford	UK	SW
956	ERZ1738264	SAMN02843092	Hereford	UK	SW
957	ERZ1738264	SAMN02843093	Hereford	UK	SW
958	ERZ1738264	SAMN02843095	Limousin	FR	CS
959	ERZ1738264	SAMN02843097	Hereford	UK	SW
960	ERZ1738264	SAMN02843098	Hereford	UK	SW
961	ERZ1738264	SAMN02843099	Hereford	UK	SW
962	ERZ1738264	SAMN02843100	Maine Anjou	FR	NW
963	ERZ1738264	SAMN02843101	Angus	SC	WHOLE
964	ERZ1738264	SAMN02843104	Composite	?	Unspecified: Doesn't conform to standard
965	ERZ1738264	SAMN02843105	Composite	?	Unspecified: Doesn't conform to standard
966	ERZ1738264	SAMN02843106	Composite	?	Unspecified: Doesn't conform to standard
967	ERZ1738264	SAMN02843107	Composite	?	Unspecified: Doesn't conform to standard
968	ERZ1738264	SAMN02843108	Charolais	FR	C
969	ERZ1738264	SAMN02843109	Hereford	UK	SW
970	ERZ1738264	SAMN02843110	Holstein	AM	WHOLE
971	ERZ1738264	SAMN02843111	Hereford	UK	SW
972	ERZ1738264	SAMN02843112	Hereford	UK	SW
973	ERZ1738264	SAMN02843113	Hereford	UK	SW
974	ERZ1738264	SAMN02843114	Holstein	AM	WHOLE
975	ERZ1738264	SAMN02843115	Composite	?	Unspecified: Doesn't conform to standard
976	ERZ1738264	SAMN02843116	Composite	?	Unspecified: Doesn't conform to standard
977	ERZ1738264	SAMN02843117	Composite	?	Unspecified: Doesn't conform to standard
978	ERZ1738264	SAMN02843118	Composite	?	Unspecified: Doesn't conform to standard
979	ERZ1738264	SAMN02843119	Composite	?	Unspecified: Doesn't conform to standard
980	ERZ1738264	SAMN02843120	Holstein	AM	WHOLE
981	ERZ1738264	SAMN02843123	Charolais	FR	C
982	ERZ1738264	SAMN02843124	Holstein	AM	WHOLE
983	ERZ1738264	SAMN02843125	Holstein	AM	WHOLE
984	ERZ1738264	SAMN02843126	Holstein	AM	WHOLE
985	ERZ1738264	SAMN02843127	Holstein	AM	WHOLE
986	ERZ1738264	SAMN02843128	Holstein	AM	WHOLE
987	ERZ1738264	SAMN02843129	Holstein	AM	WHOLE
988	ERZ1738264	SAMN02843130	Holstein	AM	WHOLE
989	ERZ1738264	SAMN02843131	Angus	SC	WHOLE
990	ERZ1738264	SAMN02843132	Hereford	UK	SW
991	ERZ1738264	SAMN02843133	Hereford	UK	SW
992	ERZ1738264	SAMN02843134	Hereford	UK	SW
993	ERZ1738264	SAMN02843135	Hereford	UK	SW
994	ERZ1738264	SAMN02843136	Maine Anjou	FR	NW
995	ERZ1738264	SAMN02843137	Maine Anjou	FR	NW
996	ERZ1738264	SAMN02843138	Maine Anjou	FR	NW
997	ERZ1738264	SAMN02843139	Holstein	AM	WHOLE
998	ERZ1738264	SAMN02843140	Holstein	AM	WHOLE
999	ERZ1738264	SAMN02843141	Angus	SC	WHOLE
1000	ERZ1738264	SAMN02843142	Angus	SC	WHOLE
1001	ERZ1738264	SAMN02843143	Angus	SC	WHOLE
1002	ERZ1738264	SAMN02843144	Angus	SC	WHOLE
1003	ERZ1738264	SAMN02843145	Angus	SC	WHOLE
1004	ERZ1738264	SAMN02843146	Composite	?	Unspecified: Doesn't conform to standard
1005	ERZ1738264	SAMN02843147	Red Angus	SC	WHOLE
1006	ERZ1738264	SAMN02843148	Red Angus	SC	WHOLE
1007	ERZ1738264	SAMN02843149	Red Angus	SC	WHOLE
1008	ERZ1738264	SAMN02843150	Gelbvieh	DU	S
1009	ERZ1738264	SAMN02843152	Angus	SC	WHOLE
1010	ERZ1738264	SAMN02843153	Gelbvieh	DU	S
1011	ERZ1738264	SAMN02843154	Holstein	AM	WHOLE
1012	ERZ1738264	SAMN02843155	Holstein	AM	WHOLE
1013	ERZ1738264	SAMN02843156	Holstein	AM	WHOLE
1014	ERZ1738264	SAMN02843157	Holstein	AM	WHOLE
1015	ERZ1738264	SAMN02843158	Holstein	AM	WHOLE
1016	ERZ1738264	SAMN02843160	Holstein	AM	WHOLE
1017	ERZ1738264	SAMN02843161	Holstein	AM	WHOLE
1018	ERZ1738264	SAMN02843162	Holstein	AM	WHOLE
1019	ERZ1738264	SAMN02843163	Holstein	AM	WHOLE
1020	ERZ1738264	SAMN02843164	Holstein	AM	WHOLE
1021	ERZ1738264	SAMN02843165	Holstein	AM	WHOLE
1022	ERZ1738264	SAMN02843166	Holstein	AM	WHOLE
1023	ERZ1738264	SAMN02843167	Holstein	AM	WHOLE
1024	ERZ1738264	SAMN02843168	Holstein	AM	WHOLE
1025	ERZ1738264	SAMN02843169	Holstein	AM	WHOLE
1026	ERZ1738264	SAMN02843170	Holstein	AM	WHOLE
1027	ERZ1738264	SAMN02843171	Holstein	AM	WHOLE
1028	ERZ1738264	SAMN02843172	Holstein	AM	WHOLE
1029	ERZ1738264	SAMN02843173	Holstein	AM	WHOLE
1030	ERZ1738264	SAMN02843174	Holstein	AM	WHOLE
1031	ERZ1738264	SAMN02843175	Holstein	AM	WHOLE
1032	ERZ1738264	SAMN02843176	Holstein	AM	WHOLE
1033	ERZ1738264	SAMN02843177	Holstein	AM	WHOLE
1034	ERZ1738264	SAMN02843178	Holstein	AM	WHOLE
1035	ERZ1738264	SAMN02843180	Holstein	AM	WHOLE
1036	ERZ1738264	SAMN02843181	Holstein	AM	WHOLE
1037	ERZ1738264	SAMN02843182	Holstein	AM	WHOLE
1038	ERZ1738264	SAMN02941168	Angus	SC	WHOLE
1039	ERZ1738264	SAMN02941169	Angus	SC	WHOLE
1040	ERZ1738264	SAMN02941176	Charolais	FR	C
1041	ERZ1738264	SAMN02941177	Charolais	FR	C
1042	ERZ1738264	SAMN02941178	Charolais	FR	C
1043	ERZ1738264	SAMN02941179	Simmental	SW	W
1044	ERZ1738264	SAMN02941180	Simmental	SW	W
1045	ERZ1738264	SAMN02941181	Simmental	SW	W
1046	ERZ1738264	SAMN02941182	Simmental	SW	W
1047	ERZ1738264	SAMN02941183	Simmental	SW	W
1048	ERZ1738264	SAMN02941184	Simmental	SW	W
1049	ERZ1738264	SAMN02941185	Simmental	SW	W
1050	ERZ1738264	SAMN02941186	Simmental	SW	W
1051	ERZ1738264	SAMN02941187	Simmental	SW	W
1052	ERZ1738264	SAMN02941188	Simmental	SW	W
1053	ERZ1738264	SAMN02941190	Simmental	SW	W
1054	ERZ1738264	SAMN02941191	Simmental	SW	W
1055	ERZ1738264	SAMN02941192	Simmental	SW	W
1056	ERZ1738264	SAMN02941193	Simmental	SW	W
1057	ERZ1738264	SAMN02941194	Simmental	SW	W
1058	ERZ1738264	SAMN02941195	Simmental	SW	W
1059	ERZ1738264	SAMN02941196	Simmental	SW	W
1060	ERZ1738264	SAMN02941197	Simmental	SW	W
1061	ERZ1738264	SAMN02941198	Simmental	SW	W
1062	ERZ1738264	SAMN02941199	Simmental	SW	W
1063	ERZ1738264	SAMN02941200	Simmental	SW	W
1064	ERZ1738264	SAMN02941201	Simmental	SW	W
1065	ERZ1738264	SAMN02941202	Simmental	SW	W
1066	ERZ1738264	SAMN02941207	Red Angus	SC	WHOLE
1067	ERZ1738264	SAMN02941208	Crossbred (75% Gelbvieh, 25% Limousin)	mix	Unspecified: Doesn't conform to standard
1068	ERZ1738264	SAMN02941209	Red Angus	SC	WHOLE
1069	ERZ1738264	SAMN02941210	Angus	SC	WHOLE
1070	ERZ1738264	SAMN02941211	Crossbred (50% Simmental, 25% Red Angus, 25% Charolais)	mix	Unspecified: Doesn't conform to standard
1071	ERZ1738264	SAMN02941212	Crossbred (37.5% Gelbvieh, 25% Red Angus, 12.5% Simmental, 12.5% Limousin)	mix	Unspecified: Doesn't conform to standard
1072	ERZ1738264	SAMN02941213	Crossbred (25% Red Angus, 25% Simmental, 25% Gelbvieh, 25% Hereford)	mix	Unspecified: Doesn't conform to standard
1073	ERZ1738264	SAMN02941214	Crossbred (62.5% Angus, 12.5% Simmental, 12.5% Gelbvieh, 12.5% Hereford)	mix	Unspecified: Doesn't conform to standard
1074	ERZ1738264	SAMN02941215	Piedmontese	IT	NW
1075	ERZ1738264	SAMN02941216	Piedmontese	IT	NW
1076	ERZ1738264	SAMN02941217	Piedmontese	IT	NW
1077	ERZ1738264	SAMN02941218	Piedmontese	IT	NW
1078	ERZ1738264	SAMN02941219	Piedmontese	IT	NW
1079	ERZ1738264	SAMN02941220	Salers	FR	C
1080	ERZ1738264	SAMN02941221	Crossbred (50% Simmental, 50% Angus)	mix	Unspecified: Doesn't conform to standard
1081	ERZ1738264	SAMN02941222	Simmental	SW	W
1082	ERZ1738264	SAMN02941223	Simmental	SW	W
1083	ERZ1738264	SAMN02941224	Simmental	SW	W
1084	ERZ1738264	SAMN02941225	Simmental	SW	W
1085	ERZ1738264	SAMN02941226	Crossbred (50% Simmental, 50% Red Angus)	mix	Unspecified: Doesn't conform to standard
1086	ERZ1738264	SAMN02941227	Crossbred (50% Simmental, 25% Red Angus, 25% Angus)	mix	Unspecified: Doesn't conform to standard
1087	ERZ1738264	SAMN02941228	Crossbred (50% Simmental, 37.5% Red Angus, 12.5% Angus)	mix	Unspecified: Doesn't conform to standard
1088	ERZ1738264	SAMN02941229	Simmental	SW	W
1089	ERZ1738264	SAMN02941230	Simmental	SW	W
1090	ERZ1738264	SAMN02941231	Simmental	SW	W
1091	ERZ1738264	SAMN03387020	Angus	SC	WHOLE
1092	ERZ1738264	SAMN03447086	Bos taurus turano-mongolicus	MO	C
1093	ERZ1738264	SAMN03465694	Herford	UK	SW
1094	ERZ1738264	SAMN03652996	Hanwoo	KR	WHOLE
1095	ERZ1738264	SAMN04201345	Holstein	AM	WHOLE
1096	ERZ1738264	SAMN04545530	Boran	AF	E
1097	ERZ1738264	SAMN04545531	Boran	AF	E
1098	ERZ1738264	SAMN04545532	Boran	AF	E
1099	ERZ1738264	SAMN04545533	Boran	AF	E
1100	ERZ1738264	SAMN04545534	Boran	AF	E
1101	ERZ1738264	SAMN04545535	Boran	AF	E
1102	ERZ1738264	SAMN04545537	Boran	AF	E
1103	ERZ1738264	SAMN04545538	Boran	AF	E
1104	ERZ1738264	SAMN04545539	Boran	AF	E
1105	ERZ1738264	SAMN04545540	Ankole	AF	CE
1106	ERZ1738264	SAMN04545541	Ankole	AF	CE
1107	ERZ1738264	SAMN04545542	Ankole	AF	CE
1108	ERZ1738264	SAMN04545543	Ankole	AF	CE
1109	ERZ1738264	SAMN04545544	Ankole	AF	CE
1110	ERZ1738264	SAMN04545545	Ankole	AF	CE
1111	ERZ1738264	SAMN04545546	Ankole	AF	CE
1112	ERZ1738264	SAMN04545547	Ankole	AF	CE
1113	ERZ1738264	SAMN04545548	Ankole	AF	CE
1114	ERZ1738264	SAMN04545549	Ankole	AF	CE
1115	ERZ1738264	SAMN04545560	N'Dama	AF	W
1116	ERZ1738264	SAMN04545561	N'Dama	AF	W
1117	ERZ1738264	SAMN04545562	N'Dama	AF	W
1118	ERZ1738264	SAMN04545563	N'Dama	AF	W
1119	ERZ1738264	SAMN04545564	N'Dama	AF	W
1120	ERZ1738264	SAMN04545565	N'Dama	AF	W
1121	ERZ1738264	SAMN04545566	N'Dama	AF	W
1122	ERZ1738264	SAMN04545567	N'Dama	AF	W
1123	ERZ1738264	SAMN04545568	N'Dama	AF	W
1124	ERZ1738264	SAMN04545569	N'Dama	AF	W
1125	ERZ1738264	SAMN04545570	Ogaden	ET	WHOLE
1126	ERZ1738264	SAMN04545571	Ogaden	ET	WHOLE
1127	ERZ1738264	SAMN04545573	Ogaden	ET	WHOLE
1128	ERZ1738264	SAMN04545574	Ogaden	ET	WHOLE
1129	ERZ1738264	SAMN04545575	Ogaden	ET	WHOLE
1130	ERZ1738264	SAMN04545576	Ogaden	ET	WHOLE
1131	ERZ1738264	SAMN04545577	Ogaden	ET	WHOLE
1132	ERZ1738264	SAMN04545578	Ogaden	ET	WHOLE
1133	ERZ1738264	SAMN04545579	Ogaden	ET	WHOLE
1134	ERZ1738264	SAMN04978259	Hereford	UK	SW
1135	ERZ1738264	SAMN05199550	Limousin	FR	CS
1136	ERZ1738264	SAMN05199614	Gelbvieh	DU	S
1137	ERZ1738264	SAMN05199629	Simmental	SW	W
1138	ERZ1738264	SAMN05199676	Braunveih	SW	C
1139	ERZ1738264	SAMN05199680	Braunveih	SW	C
1140	ERZ1738264	SAMN05199681	Maine Anjou	FR	NW
1141	ERZ1738264	SAMN05199688	Maine Anjou	FR	NW
1142	ERZ1738264	SAMN05199689	Santa Gertrudis	AM	WHOLE
1143	ERZ1738264	SAMN05199693	Santa Gertrudis	AM	WHOLE
1144	ERZ1738264	SAMN05199698	Santa Gertrudis	AM	WHOLE
1145	ERZ1738264	SAMN05199699	Limousin	FR	CS
1146	ERZ1738264	SAMN05199706	Simmental	SW	W
1147	ERZ1738264	SAMN05199707	Chi-Angus	SCxIT	mixed
1148	ERZ1738264	SAMN05199708	Salers	FR	C
1149	ERZ1738264	SAMN05199710	Limousin x Hereford	FRxUK	mixed
1150	ERZ1738264	SAMN05199762	Limousin x Hereford	FRxUK	mixed
1151	ERZ1738264	SAMN05199766	Charolais x Angus	FRxSC	mixed
1152	ERZ1738264	SAMN05199780	Angus	SC	WHOLE
1153	ERZ1738264	SAMN05216009	Angus	SC	WHOLE
1154	ERZ1738264	SAMN05216010	Angus	SC	WHOLE
1155	ERZ1738264	SAMN05216011	Angus	SC	WHOLE
1156	ERZ1738264	SAMN05216012	Angus	SC	WHOLE
1157	ERZ1738264	SAMN05216013	Angus	SC	WHOLE
1158	ERZ1738264	SAMN05216014	Hereford	UK	SW
1159	ERZ1738264	SAMN05216015	Hereford	UK	SW
1160	ERZ1738264	SAMN05216016	Hereford	UK	SW
1161	ERZ1738264	SAMN05216017	Hereford	UK	SW
1162	ERZ1738264	SAMN05216018	Hereford	UK	SW
1163	ERZ1738264	SAMN05216019	Hereford	UK	SW
1164	ERZ1738264	SAMN05216020	Limousin	FR	CS
1165	ERZ1738264	SAMN05216021	Limousin	FR	CS
1166	ERZ1738264	SAMN05216022	Limousin	FR	CS
1167	ERZ1738264	SAMN05216023	Limousin	FR	CS
1168	ERZ1738264	SAMN05216024	Limousin	FR	CS
1169	ERZ1738264	SAMN05216025	Limousin	FR	CS
1170	ERZ1738264	SAMN05216026	Simmental	SW	W
1171	ERZ1738264	SAMN05216027	Simmental	SW	W
1172	ERZ1738264	SAMN05216028	Simmental	SW	W
1173	ERZ1738264	SAMN05216029	Simmental	SW	W
1174	ERZ1738264	SAMN05216030	Simmental	SW	W
1175	ERZ1738264	SAMN05216031	Simmental	SW	W
1176	ERZ1738264	SAMN05216032	Charolais	FR	C
1177	ERZ1738264	SAMN05216033	Charolais	FR	C
1178	ERZ1738264	SAMN05216034	Charolais	FR	C
1179	ERZ1738264	SAMN05216035	Charolais	FR	C
1180	ERZ1738264	SAMN05216036	Charolais	FR	C
1181	ERZ1738264	SAMN05216037	Charolais	FR	C
1182	ERZ1738264	SAMN05216038	Red Angus	SC	WHOLE
1183	ERZ1738264	SAMN05216040	Red Angus	SC	WHOLE
1184	ERZ1738264	SAMN05216041	Red Angus	SC	WHOLE
1185	ERZ1738264	SAMN05216042	Red Angus	SC	WHOLE
1186	ERZ1738264	SAMN05216043	Red Angus	SC	WHOLE
1187	ERZ1738264	SAMN05216044	Gelbvieh	DU	S
1188	ERZ1738264	SAMN05216045	Gelbvieh	DU	S
1189	ERZ1738264	SAMN05216046	Gelbvieh	DU	S
1190	ERZ1738264	SAMN05216047	Gelbvieh	DU	S
1191	ERZ1738264	SAMN05216048	Gelbvieh	DU	S
1192	ERZ1738264	SAMN05216049	Gelbvieh	DU	S
1193	ERZ1738264	SAMN05216050	Beefmaster	AM	S
1194	ERZ1738264	SAMN05216051	Beefmaster	AM	S
1195	ERZ1738264	SAMN05216052	Beefmaster	AM	S
1196	ERZ1738264	SAMN05216053	Beefmaster	AM	S
1197	ERZ1738264	SAMN05216054	Beefmaster	AM	S
1198	ERZ1738264	SAMN05216055	Brangus	AM	WHOLE
1199	ERZ1738264	SAMN05216056	Brangus	AM	WHOLE
1200	ERZ1738264	SAMN05216057	Brangus	AM	WHOLE
1201	ERZ1738264	SAMN05216058	Brangus	AM	WHOLE
1202	ERZ1738264	SAMN05216059	Brangus	AM	WHOLE
1203	ERZ1738264	SAMN05216060	Salers	FR	C
1204	ERZ1738264	SAMN05216061	Salers	FR	C
1205	ERZ1738264	SAMN05216062	Salers	FR	C
1206	ERZ1738264	SAMN05216063	Salers	FR	C
1207	ERZ1738264	SAMN05216064	Salers	FR	C
1208	ERZ1738264	SAMN05216065	Brahman	AM	WHOLE
1209	ERZ1738264	SAMN05216066	Brahman	AM	WHOLE
1210	ERZ1738264	SAMN05216067	Brahman	AM	WHOLE
1211	ERZ1738264	SAMN05216068	Brahman	AM	WHOLE
1212	ERZ1738264	SAMN05216069	Brahman	AM	WHOLE
1213	ERZ1738264	SAMN05216070	Shorthorn	UK	NE
1214	ERZ1738264	SAMN05216071	Shorthorn	UK	NE
1215	ERZ1738264	SAMN05216072	Shorthorn	UK	NE
1216	ERZ1738264	SAMN05216073	Shorthorn	UK	NE
1217	ERZ1738264	SAMN05216074	Shorthorn	UK	NE
1218	ERZ1738264	SAMN05216075	Maine-Anjou	FR	NW
1219	ERZ1738264	SAMN05216076	Maine-Anjou	FR	NW
1220	ERZ1738264	SAMN05216077	Maine-Anjou	FR	NW
1221	ERZ1738264	SAMN05216078	Maine-Anjou	FR	NW
1222	ERZ1738264	SAMN05216079	Maine-Anjou	FR	NW
1223	ERZ1738264	SAMN05216080	Texas Longhorn	AM	S
1224	ERZ1738264	SAMN05216081	Texas Longhorn	AM	S
1225	ERZ1738264	SAMN05216082	Texas Longhorn	AM	S
1226	ERZ1738264	SAMN05216083	Texas Longhorn	AM	S
1227	ERZ1738264	SAMN05216084	Santa Gertrudis	AM	WHOLE
1228	ERZ1738264	SAMN05216085	Santa Gertrudis	AM	WHOLE
1229	ERZ1738264	SAMN05216086	Santa Gertrudis	AM	WHOLE
1230	ERZ1738264	SAMN05216087	Santa Gertrudis	AM	WHOLE
1231	ERZ1738264	SAMN05216088	Chianina	IT	N
1232	ERZ1738264	SAMN05216089	Chianina	IT	N
